EmployeeNumber,Age,Gender,MaritalStatus_Single,MaritalStatus_Married,OverTime,Attrition,MonthlyIncome,JobLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,PerformanceRating,SatisfactionIndex,IncomePerJobLevel,AttritionRiskScore,RiskBand
1417,26,1,True,False,0,0,3578,1,8,7,0,3,1,3,3,2.75,3578.0,0.02529196193676012,Low
1419,29,1,True,False,0,0,7988,3,10,10,0,2,1,2,3,1.5,2662.6666666666665,0.2521699913290808,Low
1420,49,1,True,False,0,1,4284,2,20,4,1,1,1,3,4,1.5,2142.0,0.7803000141233456,High
1421,29,0,True,False,1,1,7553,3,9,8,7,3,4,3,3,2.75,2517.6666666666665,0.29574000533622247,Low
1422,54,0,True,False,0,0,17328,4,29,20,12,4,4,2,3,3.5,4332.0,0.0028325075512510337,Low
1423,58,0,False,True,1,0,19701,5,32,9,1,4,1,3,4,2.75,3940.2,0.0013089278192698673,Low
1424,55,1,False,False,0,0,14732,4,31,7,0,2,4,4,3,3.5,3683.0,2.0391221579138526e-05,Low
1425,36,0,True,False,1,0,9278,2,15,5,0,1,2,3,3,2.5,4639.0,0.38713671679248607,Medium
1427,31,0,True,False,0,1,1359,1,1,1,0,2,3,3,3,2.5,1359.0,0.8531345359828745,High
1428,30,0,False,False,0,0,4779,2,8,3,0,4,1,3,3,2.5,2389.5,0.07821635281900166,Low
1430,31,0,True,False,0,0,16422,4,9,3,1,1,2,4,3,2.5,4105.5,0.05666161985637039,Low
1431,34,1,False,False,0,0,2996,1,10,4,1,4,1,3,3,2.75,2996.0,0.016676244678355028,Low
1433,31,0,True,False,0,1,1261,1,1,1,0,1,2,4,3,2.5,1261.0,0.40070136269659035,Medium
1434,27,1,False,True,0,0,2099,1,6,5,1,2,1,4,3,2.25,2099.0,0.2235906812565388,Low
1435,36,1,True,False,0,0,5810,2,10,10,1,1,4,2,3,2.5,2905.0,0.2726262818341515,Low
1436,36,0,False,True,0,0,5647,2,11,3,0,3,1,2,3,1.75,2823.5,0.3008145745448096,Medium
1438,47,1,False,True,0,0,3420,1,17,6,1,1,4,2,3,2.5,3420.0,0.03892430091916693,Low
1439,25,1,False,True,0,1,4400,1,6,3,2,1,1,3,3,1.5,4400.0,0.7915454716250825,High
1440,37,1,True,False,0,0,3500,1,7,6,1,3,3,1,3,2.0,3500.0,0.053786928959767305,Low
1441,56,0,False,True,0,0,2066,1,5,3,1,1,1,4,4,2.5,2066.0,0.01566486226095712,Low
1443,47,0,False,True,0,0,17169,4,26,20,5,1,3,4,3,2.5,4292.25,0.0007966668402455198,Low
1445,24,0,False,True,1,0,4162,2,5,5,0,4,3,3,3,3.25,2081.0,0.040372106135600744,Low
1446,32,1,False,True,0,0,9204,2,7,4,0,4,4,2,3,3.25,4602.0,0.040891833370037836,Low
1447,34,0,False,True,0,0,3294,1,7,5,0,4,2,2,3,2.25,3294.0,0.17678439058547069,Low
1448,41,1,False,True,1,0,2127,1,7,4,0,2,3,2,3,2.0,2127.0,0.09888563089689739,Low
1449,40,1,False,False,0,0,3975,2,11,8,0,3,3,4,3,3.25,1987.5,0.0017294618424693882,Low
1453,31,1,False,False,0,0,10793,3,13,13,9,1,4,3,3,2.25,3597.6666666666665,0.10798739675918051,Low
1457,46,1,False,False,0,1,10096,3,28,7,4,1,4,4,3,2.5,3365.3333333333335,0.047012953675514606,Low
1458,39,0,True,False,1,1,3646,1,11,1,0,1,1,4,4,2.0,3646.0,0.5155667262613629,Medium
1459,31,0,True,False,0,1,7446,3,10,10,4,3,2,3,3,2.25,2482.0,0.03077278595729821,Low
1460,45,1,False,False,1,0,10851,3,24,7,0,2,1,3,3,2.0,3617.0,0.13576713150691327,Low
1461,31,0,True,False,0,0,2109,1,8,3,0,4,2,3,3,3.25,2109.0,0.06550600837124937,Low
1464,31,1,False,True,1,1,3722,1,7,2,2,2,4,1,3,2.5,3722.0,0.820593077828617,High
1465,45,1,False,True,1,0,9380,3,10,3,1,2,4,4,3,3.5,3126.6666666666665,0.0924900795429463,Low
1466,48,1,False,False,0,0,5486,2,15,2,2,3,1,3,3,2.0,2743.0,0.03359732133735903,Low
1467,34,0,False,True,0,1,2742,1,2,2,2,1,3,3,3,2.75,2742.0,0.17120913084487596,Low
1468,40,1,False,False,0,0,13757,3,16,9,4,4,2,3,3,3.0,4585.666666666667,0.0004528398227637583,Low
1469,28,1,True,False,0,0,8463,2,6,5,1,4,1,3,3,3.0,4231.5,0.049713661334814106,Low
1471,44,1,True,False,0,0,3162,1,7,5,0,3,3,3,3,3.25,3162.0,0.023793664704394916,Low
1472,53,1,True,False,0,0,16598,4,35,9,8,4,2,2,3,2.5,4149.5,0.0019626890732627267,Low
1473,49,1,False,True,0,0,6651,2,20,3,1,1,3,2,3,2.0,3325.5,0.02259156993745692,Low
1474,40,1,False,False,0,0,2345,1,8,3,1,3,3,4,3,3.25,2345.0,0.0064102931044307775,Low
1475,44,1,True,False,0,0,3420,1,6,5,1,4,2,2,3,2.75,3420.0,0.03979896008266704,Low
1477,33,1,False,True,0,0,4373,2,5,4,0,4,1,3,3,2.25,2186.5,0.09302544886963278,Low
1478,34,1,True,False,0,0,4759,2,15,13,3,4,1,3,3,3.0,2379.5,0.03150524364918935,Low
1479,30,1,False,True,0,0,5301,2,4,2,2,4,3,2,3,3.0,2650.5,0.1734252734847512,Low
1480,42,0,True,False,0,0,3673,1,12,12,5,1,4,3,3,2.75,3673.0,0.10550536250093405,Low
1481,44,0,False,True,0,0,4768,2,11,1,0,1,3,2,3,2.25,2384.0,0.2770087953091463,Low
1482,30,1,False,False,0,0,1274,1,1,1,0,3,3,2,3,2.5,1274.0,0.03287799481599097,Low
1483,57,1,False,True,0,0,4900,2,13,12,2,2,3,2,4,2.0,2450.0,0.0037440325563996802,Low
1484,49,1,False,False,0,0,10466,3,29,8,0,3,2,3,3,2.5,3488.6666666666665,0.0008511130165660924,Low
1485,34,1,False,False,0,0,17007,4,16,14,6,2,1,2,3,2.25,4251.75,0.04179148229839343,Low
1486,28,1,False,True,0,1,2909,1,5,3,1,1,3,4,3,3.0,2909.0,0.25449332771037053,Low
1487,29,0,True,False,0,1,5765,2,7,5,0,1,2,1,3,1.25,2882.5,0.9322201372511063,High
1489,34,0,True,False,1,1,4599,2,16,15,10,1,2,4,4,2.5,2299.5,0.6733417071157954,High
1492,35,1,False,True,0,0,2404,1,1,1,0,4,3,3,3,2.75,2404.0,0.14703948336625128,Low
1494,24,1,True,False,1,1,3172,1,4,0,0,2,1,2,3,2.0,3172.0,0.9737996391160845,High
1495,24,0,False,True,0,0,2033,1,1,1,0,4,2,3,3,3.0,2033.0,0.08464978847979271,Low
1496,44,1,True,False,1,0,10209,3,16,2,2,2,3,2,3,2.25,3403.0,0.5426144354099764,Medium
1497,29,1,False,False,0,0,8620,2,10,10,0,3,3,3,3,3.0,4310.0,0.02508710493505443,Low
1499,30,1,False,False,0,0,2064,1,6,5,1,3,3,4,4,2.75,2064.0,0.02088406945404337,Low
1501,55,1,False,True,1,0,4035,2,4,3,1,4,3,3,3,3.0,2017.5,0.02364363268134671,Low
1502,33,0,False,True,0,0,3838,1,8,5,0,1,2,3,3,2.5,3838.0,0.18375973834494042,Low
1503,47,0,False,True,1,0,4591,2,11,5,1,3,3,2,3,2.75,2295.5,0.13256138125921713,Low
1504,28,1,True,False,0,1,2561,1,8,0,0,3,1,2,3,2.25,2561.0,0.91233874107025,High
1506,28,1,False,False,0,0,1563,1,1,1,0,1,3,1,3,2.25,1563.0,0.17520210887276733,Low
1507,28,1,True,False,0,0,4898,2,5,4,1,3,1,3,3,2.75,2449.0,0.23449165240605857,Low
1509,49,0,False,True,0,0,4789,2,10,3,1,3,1,3,4,2.0,2394.5,0.1666614944179557,Low
1513,29,0,False,True,0,0,3180,1,4,3,0,4,2,3,3,3.0,3180.0,0.03793443676998198,Low
1514,28,1,False,True,0,0,6549,2,8,8,1,3,2,2,3,2.25,3274.5,0.10953322195960968,Low
1515,33,1,True,False,1,0,6388,2,14,0,0,4,3,3,3,2.75,3194.0,0.09333443647107856,Low
1516,32,1,True,False,0,0,11244,3,10,5,0,3,4,4,4,3.25,3748.0,0.015788668894066504,Low
1520,54,0,False,False,0,0,16032,4,26,14,1,2,4,3,4,2.5,4008.0,0.004052617185698909,Low
1522,29,1,True,False,0,1,2362,1,11,9,0,1,1,1,3,1.5,2362.0,0.6068344880751633,High
1523,44,1,False,True,0,0,16328,4,24,20,14,4,1,4,3,3.0,4082.0,0.01396741499797867,Low
1525,39,0,True,False,0,0,8376,3,9,2,2,2,2,3,3,2.75,2792.0,0.07119700287476564,Low
1527,46,0,False,True,0,0,16606,4,23,13,5,3,2,4,3,3.25,4151.5,0.02370732979921569,Low
1529,35,0,True,False,0,0,8606,3,11,11,3,4,2,1,3,2.75,2868.6666666666665,0.0506759397684191,Low
1533,23,1,True,False,0,0,2272,2,5,4,1,1,3,3,3,2.25,1136.0,0.6278145699286013,High
1534,40,1,True,False,0,1,2018,1,15,5,1,4,1,1,3,2.0,2018.0,0.38270553912106237,Medium
1535,34,1,False,True,1,0,7083,3,10,10,8,4,3,3,3,3.5,2361.0,0.21571263159117604,Low
1537,31,0,True,False,0,1,4084,1,7,7,7,4,3,1,3,2.25,4084.0,0.18064456285958477,Low
1539,50,1,True,False,1,0,14411,4,32,32,13,3,4,3,3,3.5,3602.75,0.16286032920723628,Low
1541,34,1,False,True,1,0,2308,1,12,11,5,2,3,3,4,2.5,2308.0,0.265341799287925,Low
1542,42,1,False,True,0,0,4841,1,4,1,0,3,2,3,3,2.5,4841.0,0.08862189963540598,Low
1543,37,1,False,True,0,0,4285,2,10,10,3,1,4,3,3,2.25,2142.5,0.036774576931784084,Low
1544,29,0,False,True,0,0,9715,2,9,7,0,3,1,3,3,2.5,4857.5,0.020733492340692806,Low
1545,33,1,True,False,0,0,4320,2,5,5,0,4,2,3,3,3.25,2160.0,0.09960935652872419,Low
1546,45,1,False,True,0,0,2132,1,8,5,0,4,4,3,4,3.75,2132.0,0.017267790119037667,Low
1547,42,1,False,True,1,0,10124,3,24,20,13,4,4,1,3,3.0,3374.6666666666665,0.1355105074530969,Low
1548,40,1,False,True,0,0,5473,2,9,8,7,1,1,4,3,2.5,2736.5,0.08885586938875568,Low
1549,33,1,False,True,1,0,5207,2,15,15,5,2,3,3,3,2.5,2603.5,0.4202767040838295,Medium
1550,40,1,True,False,1,0,16437,4,21,21,7,3,4,3,4,3.5,4109.25,0.02921070071736658,Low
1551,24,1,False,False,0,0,2296,1,2,1,0,3,1,3,3,2.25,2296.0,0.502555515748808,Medium
1552,40,1,False,False,1,0,4069,2,8,2,2,4,4,3,3,3.5,2034.5,0.012973024607062357,Low
1553,45,1,False,False,0,0,7441,3,10,10,7,1,2,3,3,1.75,2480.3333333333335,0.014485348966330443,Low
1554,35,0,False,True,0,0,2430,1,6,5,4,2,3,3,4,2.25,2430.0,0.22362759224516457,Low
1555,32,0,False,True,0,0,5878,2,12,7,2,4,2,3,3,2.5,2939.0,0.045682162278692554,Low
1556,36,1,True,False,1,0,2644,1,7,3,1,3,4,2,4,3.25,2644.0,0.4355959135735454,Medium
1557,48,0,False,False,0,0,6439,2,18,8,7,3,3,3,3,3.0,3219.5,0.05208002811499929,Low
1558,29,1,False,True,0,0,2451,1,5,1,0,3,3,2,3,2.25,2451.0,0.09056170384464748,Low
1560,33,1,False,True,0,0,6392,2,8,2,2,1,1,1,3,1.75,3196.0,0.19680396510610312,Low
1562,30,1,False,True,0,1,9714,2,10,10,6,2,1,3,3,2.5,4857.0,0.08885141713323291,Low
1563,38,1,False,True,0,0,6077,2,10,6,1,3,3,3,3,3.0,3038.5,0.25897945349807316,Low
1564,35,1,True,False,0,0,2450,1,3,3,1,4,1,3,3,2.5,2450.0,0.255490929647239,Low
1568,30,1,False,True,0,0,9250,3,9,4,1,3,2,3,3,2.5,3083.3333333333335,0.3130707231970407,Medium
1569,35,0,False,False,1,1,2074,1,1,1,0,1,1,3,3,2.25,2074.0,0.7029030090476613,High
1572,53,0,False,True,0,1,10169,3,34,33,1,3,4,3,3,3.0,3389.6666666666665,0.0010430421285551547,Low
1573,38,1,False,True,0,1,4855,2,7,5,1,3,2,3,3,2.25,2427.5,0.01844444272861689,Low
1574,32,1,False,True,0,0,4087,2,9,6,1,4,1,2,3,2.25,2043.5,0.017826052631767748,Low
1576,48,0,False,True,0,0,2367,1,10,8,7,3,1,2,3,2.5,2367.0,0.05583184802162233,Low
1577,34,1,True,False,0,0,2972,1,1,1,0,1,4,1,3,2.25,2972.0,0.1770865527654002,Low
1578,55,1,False,True,0,0,19586,5,36,36,2,3,4,3,4,3.25,3917.2,0.006896380067871707,Low
1580,34,1,False,True,0,0,5484,2,9,2,2,2,4,2,3,2.5,2742.0,0.08731128473966526,Low
1581,26,0,False,True,0,0,2061,1,1,1,0,1,4,3,4,2.25,2061.0,0.08174646323535602,Low
1582,38,1,False,True,0,0,9924,2,10,9,7,3,2,3,3,3.0,4962.0,0.03107977279630559,Low
1583,38,0,True,False,0,0,4198,2,8,3,1,2,2,4,3,2.5,2099.0,0.16351238386931408,Low
1585,36,0,True,False,0,0,6815,2,15,1,0,2,3,3,3,2.25,3407.5,0.13859171791724018,Low
1586,29,1,True,False,1,0,4723,1,10,10,1,2,1,3,3,2.5,4723.0,0.20143618209996964,Low
1587,35,0,True,False,1,0,6142,2,10,5,0,1,3,3,3,2.5,3071.0,0.17143348263841832,Low
1588,39,1,False,True,0,0,8237,3,11,7,7,4,3,3,3,2.75,2745.6666666666665,0.015961116874103565,Low
1590,29,1,False,False,0,0,8853,2,6,6,1,1,4,4,3,3.25,4426.5,0.017883726277153334,Low
1591,50,1,False,True,1,0,19331,5,27,1,0,3,3,3,3,3.0,3866.2,0.12465648346355639,Low
1592,23,1,False,True,0,0,2073,1,4,2,2,4,3,3,3,3.5,2073.0,0.029747260270091065,Low
1594,36,1,False,True,1,0,5562,2,9,3,0,1,1,3,3,2.25,2781.0,0.5913222764617013,Medium
1595,42,1,True,False,0,0,19613,5,24,1,0,4,4,3,4,3.75,3922.6,0.02949684363105058,Low
1596,35,1,False,True,0,0,3407,2,10,10,6,2,3,2,3,2.75,1703.5,0.0639836261754328,Low
1597,34,1,False,True,0,0,5063,2,8,8,7,4,3,2,3,2.75,2531.5,0.11482787945293281,Low
1598,40,0,False,True,0,0,4639,2,5,5,1,4,1,3,3,2.75,2319.5,0.05621081196279798,Low
1599,43,1,False,False,0,0,4876,1,8,6,0,4,2,3,3,3.0,4876.0,0.06725235495883315,Low
1601,35,1,False,True,0,0,2690,1,1,1,0,3,4,2,3,3.25,2690.0,0.060736581066784784,Low
1602,46,1,True,False,0,0,17567,4,27,26,0,4,1,1,3,2.0,4391.75,0.01536099559710386,Low
1604,28,1,False,True,1,1,2408,1,1,1,0,3,2,3,3,2.75,2408.0,0.5299632324093472,Medium
1605,22,0,False,True,1,0,2814,1,4,4,1,2,3,2,3,2.25,2814.0,0.30577498431857386,Medium
1606,50,1,False,True,1,0,11245,4,32,30,12,2,3,3,3,2.75,2811.25,0.0773892901846012,Low
1607,32,0,False,True,0,0,3312,1,6,3,0,2,4,3,3,3.25,3312.0,0.0021277733928003442,Low
1608,44,0,False,False,1,0,19049,5,23,22,1,2,4,2,3,3.0,3809.8,0.0016419946304746056,Low
1609,30,1,False,True,0,0,2141,1,6,6,1,2,2,2,3,2.0,2141.0,0.14991955947562866,Low
1611,45,0,True,False,1,0,5769,2,10,10,1,3,1,3,3,2.0,2884.5,0.6284538801500497,High
1612,45,1,False,True,0,0,4385,2,10,10,4,1,1,3,3,1.5,2192.5,0.2355167335124759,Low
1613,31,1,True,False,0,0,5332,2,10,5,0,4,1,3,3,3.0,2666.0,0.15820442601992996,Low
1614,36,0,False,True,1,0,4663,2,7,3,1,3,3,3,3,2.75,2331.5,0.25754597650872735,Low
1615,34,1,False,False,0,0,4724,2,9,9,7,3,4,3,3,2.75,2362.0,0.02848817950061855,Low
1617,49,0,False,True,0,0,3211,1,10,9,1,3,1,2,3,2.5,3211.0,0.05830911954686019,Low
1618,39,1,False,True,0,0,5377,2,10,7,7,2,1,3,3,2.5,2688.5,0.009560763409250475,Low
1619,27,1,False,False,0,0,4066,1,7,7,0,4,1,3,3,2.25,4066.0,0.02483777274490542,Low
1621,35,1,False,True,0,0,5208,2,16,16,1,2,1,3,3,2.5,2604.0,0.008674604605081399,Low
1622,28,0,False,False,0,0,4877,2,6,5,0,2,1,2,4,1.75,2438.5,0.1947933429112035,Low
1623,21,1,True,False,0,0,3117,1,3,2,2,3,4,3,3,3.25,3117.0,0.06054866751927716,Low
1624,18,0,True,False,1,1,1569,1,0,0,0,2,4,4,3,3.25,1569.0,0.9150395589521604,High
1625,47,0,False,True,0,0,19658,5,27,5,1,4,3,3,3,3.25,3931.6,0.004725982570761316,Low
1627,39,1,False,False,0,0,3069,2,11,10,0,3,3,3,3,3.25,1534.5,0.01232117932110356,Low
1628,40,0,False,True,0,0,10435,3,18,18,14,1,3,3,3,2.75,3478.3333333333335,0.03148723506943293,Low
1630,35,0,False,True,0,0,4148,2,15,14,2,3,3,3,3,3.25,2074.0,0.00039018207249153284,Low
1631,37,1,False,True,0,0,5768,2,9,4,0,3,3,2,3,2.25,2884.0,0.02805671436374137,Low
1633,39,0,True,False,0,0,5042,2,10,9,3,1,3,1,3,2.25,2521.0,0.09589959519321069,Low
1635,45,0,False,False,0,0,5770,2,10,10,3,4,4,3,3,3.0,2885.0,0.0005555265578313132,Low
1638,38,0,False,True,1,0,7756,3,10,5,0,4,3,4,3,3.75,2585.3333333333335,0.01201461134744004,Low
1639,35,1,False,True,0,1,10306,3,15,13,6,4,1,3,3,2.75,3435.3333333333335,0.3440486881884465,Medium
1640,37,0,False,True,0,0,3936,1,8,8,7,2,2,1,3,1.5,3936.0,0.06240991343805544,Low
1641,40,0,True,False,1,0,7945,3,18,4,3,3,4,2,3,3.25,2648.3333333333335,0.24479537071962476,Low
1642,44,1,False,True,1,0,5743,2,14,10,0,1,4,3,3,2.75,2871.5,0.4971039325586103,Medium
1644,48,1,False,True,0,0,15202,4,23,2,2,3,4,3,4,3.0,3800.5,0.015412469769861176,Low
1645,35,1,False,False,1,1,5440,2,7,2,2,1,4,2,3,2.75,2720.0,0.7615357327497251,High
1646,24,0,True,False,1,0,3760,1,6,6,1,1,4,3,3,2.75,3760.0,0.5331332027301711,Medium
1647,27,0,False,True,0,0,3517,1,5,3,0,2,3,3,3,2.25,3517.0,0.10485558516978542,Low
1648,27,1,True,False,0,0,2580,1,6,4,1,4,4,2,3,3.25,2580.0,0.12219757391422507,Low
1649,40,1,True,False,1,1,2166,1,10,4,0,1,1,1,3,1.25,2166.0,0.9046087326224953,High
1650,29,1,True,False,0,0,5869,2,8,5,1,3,3,3,3,3.0,2934.5,0.4818179350109282,Medium
1651,36,0,False,True,0,0,8008,3,9,3,0,2,1,3,3,2.25,2669.3333333333335,0.013882544595520775,Low
1653,25,1,False,False,0,0,5206,2,7,7,0,4,3,3,3,3.25,2603.0,0.0013957220073882565,Low
1654,39,1,False,True,0,0,5295,2,7,5,1,4,2,3,4,3.0,2647.5,0.02473859547609815,Low
1655,49,0,False,True,0,0,16413,4,27,4,1,1,2,3,3,2.0,4103.25,0.0032440657748532623,Low
1656,50,0,False,False,0,0,13269,3,19,14,1,4,1,3,3,2.75,4423.0,0.00044657201923863375,Low
1657,20,0,True,False,0,0,2783,1,2,2,2,3,3,3,3,2.5,2783.0,0.2573229734762033,Low
1658,34,0,False,False,0,0,5433,2,11,11,7,4,2,3,3,3.0,2716.5,0.006362847132447018,Low
1659,36,1,True,False,0,0,2013,1,15,4,1,1,2,3,3,2.25,2013.0,0.30806874176784377,Medium
1661,49,0,False,True,1,0,13966,4,30,15,2,3,3,3,3,2.75,3491.5,0.011794910726182127,Low
1662,36,0,False,True,0,0,4374,2,4,3,1,4,3,3,3,3.25,2187.0,0.0016196558154533765,Low
1664,36,1,False,False,0,0,6842,2,13,5,0,4,1,3,4,2.25,3421.0,0.007228785929494636,Low
1665,54,0,False,True,0,0,17426,4,36,10,4,2,3,3,4,2.75,4356.5,0.002538698340494001,Low
1666,43,1,False,True,0,0,17603,4,14,14,6,3,3,3,4,2.5,4400.75,0.005005043208033366,Low
1667,35,1,True,False,1,1,4581,2,13,11,6,4,4,4,4,3.25,2290.5,0.21961300822745208,Low
1668,38,1,False,True,0,0,4735,2,19,13,2,4,4,4,3,4.0,2367.5,0.001306156326054605,Low
1669,29,1,False,False,1,0,4187,2,10,10,0,1,2,2,3,1.75,2093.5,0.41637381910971505,Medium
1670,33,1,False,False,0,0,5505,2,6,6,0,4,4,3,3,3.5,2752.5,0.0034213411925068343,Low
1671,32,1,False,False,0,0,5470,2,10,9,1,4,2,2,3,2.75,2735.0,0.0031388814775828748,Low
1673,31,0,False,True,0,0,5476,2,10,10,0,1,4,3,3,2.25,2738.0,0.04133746773887771,Low
1674,49,0,False,False,1,0,2587,1,17,2,2,4,1,2,3,2.25,2587.0,0.3743005086211213,Medium
1675,38,0,True,False,0,0,2440,1,4,4,3,4,2,3,4,2.75,2440.0,0.3572678788623607,Medium
1676,47,0,False,False,0,0,15972,4,29,3,1,2,2,3,3,2.5,3993.0,0.0029226367066277265,Low
1677,49,1,True,False,0,0,15379,4,23,8,0,3,3,3,3,2.5,3844.75,0.024389062570282782,Low
1678,41,1,True,False,1,0,7082,3,21,2,0,4,3,3,3,3.5,2360.6666666666665,0.1826676096440835,Low
1680,20,1,True,False,0,0,2728,1,2,2,0,4,1,3,3,2.25,2728.0,0.5196520257546545,Medium
1681,33,0,False,False,1,0,5368,2,7,6,1,3,4,3,4,3.25,2684.0,0.03911380099749413,Low
1682,36,1,False,True,0,0,5347,2,10,3,0,1,3,2,3,2.0,2673.5,0.10301195681818734,Low
1683,44,0,False,False,1,0,3195,1,8,2,2,3,4,3,3,2.75,3195.0,0.05736605692846549,Low
1684,23,1,True,False,1,1,3989,1,5,5,1,4,3,3,3,2.75,3989.0,0.5557501400499014,Medium
1687,38,0,False,True,0,0,3306,1,7,0,0,4,3,2,3,3.25,3306.0,0.03161272912392546,Low
1689,53,1,False,True,0,0,7005,3,11,4,1,2,4,3,3,3.0,2335.0,0.007149719074698636,Low
1691,48,0,False,True,1,1,2655,1,19,9,7,4,3,3,3,3.25,2655.0,0.11566883611484886,Low
1692,32,1,True,False,0,1,1393,1,1,1,0,4,2,3,3,2.5,1393.0,0.3459642023812057,Medium
1693,26,1,True,False,0,0,2570,1,7,7,5,4,4,3,4,3.5,2570.0,0.012633002862280846,Low
1694,55,1,False,False,0,0,3537,1,8,4,1,1,2,3,3,2.5,3537.0,0.12639831316653707,Low
1696,34,1,False,True,0,0,3986,2,15,15,4,2,4,4,3,3.25,1993.0,0.011316712729820067,Low
1697,60,1,False,False,0,0,10883,3,19,1,0,3,4,4,4,3.5,3627.6666666666665,0.004246579940081134,Low
1698,33,1,False,True,0,0,2028,1,14,14,2,2,2,3,3,2.75,2028.0,0.0065185811530707365,Low
1700,37,1,False,False,0,0,9525,2,6,6,1,3,4,2,3,3.0,4762.5,0.06456009768784769,Low
1701,34,0,False,True,0,0,2929,1,10,10,8,2,4,3,3,2.75,2929.0,0.0689949466529138,Low
1702,23,1,False,False,1,1,2275,1,3,3,0,3,4,3,4,3.0,2275.0,0.4042599169316011,Medium
1703,44,0,False,True,1,0,7879,3,9,8,6,3,4,3,3,3.0,2626.3333333333335,0.011055738969587734,Low
1704,35,1,True,False,1,0,4930,1,6,5,1,1,4,4,3,3.0,4930.0,0.23309408926360736,Low
1706,43,1,False,True,1,0,7847,2,10,10,8,4,4,3,3,3.0,3923.5,0.04719616814414691,Low
1707,24,1,False,True,0,0,4401,1,5,5,0,3,3,3,3,3.25,4401.0,0.0052525780240281,Low
1708,41,1,True,False,0,0,9241,3,10,10,8,4,3,3,3,3.0,3080.3333333333335,0.081009997031322,Low
1709,29,0,False,True,0,0,2974,1,9,5,1,4,3,3,3,3.25,2974.0,0.08545725801078294,Low
1710,36,0,True,False,0,0,4502,2,17,13,6,3,4,2,3,3.0,2251.0,0.11897299578935913,Low
1712,45,1,False,True,0,0,10748,3,25,23,14,3,3,2,4,3.0,3582.6666666666665,0.005265139370243262,Low
1714,24,1,False,True,0,1,1555,1,1,1,0,4,3,3,3,3.25,1555.0,0.6655115803346825,High
1716,47,1,False,True,0,1,12936,4,25,23,14,3,3,1,3,2.5,3234.0,0.7573998619381449,High
1718,26,1,False,True,0,0,2305,1,3,3,0,4,3,4,3,3.5,2305.0,0.07722921318554708,Low
1719,45,0,True,False,0,0,16704,4,21,21,8,4,2,3,3,3.0,4176.0,0.046314595435376846,Low
1720,32,1,False,True,0,0,3433,1,10,5,1,1,3,2,3,1.75,3433.0,0.30384137938274236,Medium
1721,31,1,False,True,0,0,3477,1,6,5,0,2,3,4,3,3.25,3477.0,0.027058303829914296,Low
1722,41,1,False,True,0,0,6430,2,10,3,1,3,2,3,3,2.5,3215.0,0.1566425420771276,Low
1724,40,0,False,True,1,0,6516,2,18,1,0,2,1,3,3,2.0,3258.0,0.1394276526511626,Low
1725,24,1,False,False,0,0,3907,1,6,6,1,2,1,4,3,2.25,3907.0,0.15973107200015227,Low
1727,46,1,True,False,0,0,5562,2,19,10,0,3,2,3,3,3.0,2781.0,0.009986328274332816,Low
1728,35,1,False,True,0,0,6883,2,17,7,0,4,3,3,3,3.0,3441.5,0.004839312363754044,Low
1729,30,1,False,True,0,0,2862,1,10,10,0,2,4,2,3,2.5,2862.0,0.03302775918592716,Low
1731,47,1,False,True,0,0,4978,2,4,1,0,3,2,1,3,2.5,2489.0,0.07879353207271379,Low
1732,46,1,False,False,1,0,10368,3,13,10,0,3,4,2,3,2.75,3456.0,0.06550859917865355,Low
1733,36,1,False,False,1,1,6134,2,16,2,2,2,1,3,3,2.0,3067.0,0.4372402339955121,Medium
1734,32,1,True,False,0,1,6735,2,10,0,0,1,2,3,3,2.0,3367.5,0.7661692716500826,High
1735,23,0,True,False,0,0,3295,1,3,3,1,3,2,1,3,2.25,3295.0,0.380585492291202,Medium
1736,31,0,True,False,0,0,5238,2,9,5,1,4,4,2,4,3.5,2619.0,0.11996470501905125,Low
1737,39,1,False,True,1,0,6472,2,9,9,5,4,4,3,3,3.75,3236.0,0.01716514553017786,Low
1739,32,1,False,True,0,0,9610,3,10,4,0,4,3,1,3,2.75,3203.3333333333335,0.377295191334358,Medium
1740,40,1,True,False,0,0,19833,5,21,21,12,2,2,2,3,2.0,3966.6,0.3339816591335747,Medium
1744,45,0,False,True,0,0,9756,3,9,5,0,3,3,4,4,3.25,3252.0,0.04878477359045081,Low
1745,30,0,True,False,0,0,4968,1,10,9,0,4,1,3,3,3.0,4968.0,0.021534800535100915,Low
1746,24,1,False,True,0,0,2145,1,3,2,2,1,4,3,3,3.0,2145.0,0.1766549740080929,Low
1747,30,0,False,False,0,1,2180,1,6,4,1,3,4,2,3,3.0,2180.0,0.5900023159332685,Medium
1749,31,1,False,True,0,0,8346,2,6,5,0,1,3,3,3,2.5,4173.0,0.0970777588761559,Low
1751,27,0,True,False,0,0,3445,1,6,6,1,3,4,2,3,3.0,3445.0,0.016315396523420227,Low
1752,29,0,True,False,0,1,2760,1,2,2,2,2,2,3,3,2.5,2760.0,0.7553974957150478,High
1753,29,1,True,False,1,0,6294,2,10,3,0,4,3,4,3,3.75,3147.0,0.1173257190659737,Low
1754,30,1,False,False,0,0,7140,3,12,7,1,3,1,3,3,2.0,2380.0,0.14189071273946885,Low
1755,34,1,False,True,1,0,2932,1,6,5,1,4,4,3,3,3.0,2932.0,0.013347928054233904,Low
